name,ICAO_ID,longitude,latitude,city,state,fuel_price
Mc Grath,PAMC,-155.607048056,62.952783917,MC GRATH,AK,8.43
Mc Kinley Ntl Park,PAIN,-148.910638333,63.7325983330001,MCKINLEY PARK,AK,
Manley Hot Springs,PAML,-150.647583333,64.987944444,MANLEY HOT SPRINGS,AK,
Manokotak,PAMB,-158.901888889,58.9320555560001,MANOKOTAK,AK,
Marshall Don Hunter Sr,PADM,-162.026111111,61.8641666670001,MARSHALL,AK,
Napakiak,PANA,-161.9785,60.6903333330001,NAPAKIAK,AK,
Napaskiak,PAPK,-161.7783075,60.7029125000001,NAPASKIAK,AK,
Nelson Lagoon,PAOU,-161.160367222,56.007536111,NELSON LAGOON,AK,
Nenana Muni,PANN,-149.073925,64.5473000000001,NENANA,AK,7.84
New Stuyahok,PANW,-157.373166667,59.4515277780001,NEW STUYAHOK,AK,
Northway,PAOR,-141.928083333,62.961166667,NORTHWAY,AK,
Nuiqsut,PAQT,-151.006472222,70.2098333330001,NUIQSUT,AK,
Oooguruk Island,PFNU,-150.253466667,70.4954222220001,NUIQSUT,AK,
Otp,PPNU,-150.018591667,70.4141000000001,NUIQSUT,AK,
Nulato,PANU,-158.074222222,64.7293333330001,NULATO,AK,
Healy River,PAHV,-148.968833333,63.867583333,HEALY,AK,
Holy Cross,PAHC,-159.774944444,62.188305556,HOLY CROSS,AK,
Homer,PAHO,-151.476594722,59.645548611,HOMER,AK,7.31
Hughes,PAHU,-154.264694444,66.0390833330001,HUGHES,AK,
Huslia,PAHL,-156.351388889,65.6978611110001,HUSLIA,AK,
Hydaburg,PAHY,-132.828313056,55.206316111,HYDABURG,AK,
Igiugig,PAIG,-155.901772778,59.3240416670001,IGIUGIG,AK,
Iliamna,PAIL,-154.91775225,59.755578111,ILIAMNA,AK,7.99
Kaltag,PAKV,-158.741305833,64.3189800000001,KALTAG,AK,
Karluk,PAKY,-154.453805556,57.566055556,KARLUK,AK,
Kasigluk,PFKA,-162.524305556,60.8733333330001,KASIGLUK,AK,
Kenai Muni,PAEN,-151.244833333,60.573277778,KENAI,AK,5.6
King Cove,PAVC,-162.266535556,55.116384167,KING COVE,AK,
King Salmon,PAKN,-156.648691,58.6764934720001,KING SALMON,AK,8.36
Kipnuk,PAKI,-164.028111111,59.9316111110001,KIPNUK,AK,
Kivalina,PAVL,-164.5635,67.7361388890001,KIVALINA,AK,
Klawock,PAKW,-133.076,55.5792222220001,KLAWOCK,AK,
Kobuk,PAOB,-156.897333333,66.912333333,KOBUK,AK,
Kodiak Muni,PAKD,-152.373841389,57.8059175000001,KODIAK,AK,
Kodiak,PADQ,-152.493943611,57.749793889,KODIAK,AK,10.5
Kokhanok,PFKK,-154.802591667,59.433286111,KOKHANOK,AK,
Kwigillingok,PAGG,-163.1680875,59.8756888890001,KWIGILLINGOK,AK,
Larsen Bay,PALB,-153.976666667,57.535083333,LARSEN BAY,AK,
McCarthy,PAMX,-142.902503,61.4378190830001,MCCARTHY,AK,
Mekoryuk,PAMY,-166.270194444,60.372388889,MEKORYUK,AK,
Metlakatla,PAMM,-131.5780675,55.131045278,METLAKATLA,AK,
Middleton Island,PAMD,-146.307240556,59.449943611,MIDDLETON ISLAND,AK,
Minchumina,PAMH,-152.301833333,63.8859722220001,MINCHUMINA,AK,
Mountain Village,PAMO,-163.682861111,62.094777778,MOUNTAIN VILLAGE,AK,
Nightmute,PAGT,-164.7040375,60.4691708330001,NIGHTMUTE,AK,
Nikolai,PAFS,-154.358438056,63.0185588890001,NIKOLAI,AK,
Nikolski AS,PAKO,-168.849027778,52.941555556,NIKOLSKI,AK,
Noatak,PAWN,-162.980416667,67.5611666670001,NOATAK,AK,
Nome,PAOM,-165.444393889,64.5125550000001,NOME,AK,5.9
Nondalton,PANO,-154.839174722,59.9802302780001,NONDALTON,AK,
Robert/Bob/Curtis Meml,PFNO,-161.02225,66.8175277780001,NOORVIK,AK,
Nunapitchuk,PPIT,-162.440583333,60.9060000000001,NUNAPITCHUK,AK,
"Warren ""Bud"" Woods Palmer Muni",PAAQ,-149.088722222,61.5949166670001,PALMER,AK,5.55
Pilot Point,PAPN,-157.571956944,57.5803805560001,PILOT POINT,AK,
Platinum,PAPM,-161.827191667,59.017830556,PLATINUM,AK,
Point Baker,PFKP,-133.622586389,56.351859722,POINT BAKER,AK,
Point Hope,PAPO,-166.79912675,68.3481287220001,POINT HOPE,AK,
Point Lay LRRS,PPIZ,-163.005333333,69.732888889,POINT LAY,AK,
Portage Creek,PAOC,-157.711166667,58.906525,PORTAGE CREEK,AK,
Port Alexander,PAAP,-134.648153889,56.2468422220001,PORT ALEXANDER,AK,
Quinhagak,PAQH,-161.845365556,59.7550930560001,QUINHAGAK,AK,
Rampart,PFMP,-150.140833333,65.5079000000001,RAMPART,AK,
Red Dog,PADG,-162.899194444,68.0321111110001,RED DOG,AK,
Ruby,PARY,-155.469888889,64.7272222220001,RUBY,AK,
Russian Mission,PARS,-161.319398722,61.774890278,RUSSIAN MISSION,AK,
St George,PAPB,-169.663722222,56.5773611110001,ST GEORGE,AK,
St Mary's,PASM,-163.301836389,62.0608308330001,ST MARY'S,AK,9.78
Shageluk,PAHX,-159.569222222,62.6923055560001,SHAGELUK,AK,
Shaktoolik,PFSH,-161.223972222,64.3710833330001,SHAKTOOLIK,AK,
Sheep Mountain,PASP,-147.509051389,61.811280556,SHEEP MOUNTAIN,AK,
Eareckson AS,PASY,174.113588889,52.7122583330001,SHEMYA,AK,
Shishmaref,PASH,-166.089361111,66.249583333,SHISHMAREF,AK,
Shungnak,PAGH,-157.162416667,66.8880833330001,SHUNGNAK,AK,
Sitka Rocky Gutierrez,PASI,-135.361068694,57.046834361,SITKA,AK,9.57
Skagway,PAGY,-135.316859722,59.4602,SKAGWAY,AK,5.12
Skwentna,PASW,-151.195390278,61.9661125000001,SKWENTNA,AK,8.65
South Naknek Nr 2,PFWS,-157.002583333,58.7020833330001,SOUTH NAKNEK,AK,
Sparrevohn LRRS,PASV,-155.574808333,61.0971138890001,SPARREVOHN,AK,
Steamboat Bay,POWS,-133.641697222,55.5296386110001,STEAMBOAT BAY,AK,
Ralph M Calhoun Meml,PATA,-152.108111111,65.1743888890001,TANANA,AK,
Tin City LRRS,PATC,-167.922458333,65.5640333330001,TIN CITY,AK,
Togiak,PATG,-160.396777778,59.053555556,TOGIAK VILLAGE,AK,
Tok Junction,PFTO,-142.953684028,63.3295143060001,TOK,AK,7.0
Toksook Bay,PAOO,-165.087183889,60.541336389,TOKSOOK BAY,AK,
Valdez Pioneer Fld,PAVD,-146.244768056,61.134221944,VALDEZ,AK,9.1
Venetie,PAVE,-146.366358333,67.008675,VENETIE,AK,
Wainwright AS,PAWT,-159.86035,70.613377778,WAINWRIGHT,AK,
Wainwright,PAWI,-159.99475,70.638,WAINWRIGHT,AK,
Wales,PAIW,-168.094972222,65.6225555560001,WALES,AK,
Paxson,PAXK,-145.500550833,63.0245800000001,PAXSON,AK,
Perryville,PAPE,-159.160829167,55.9067236110001,PERRYVILLE,AK,
Petersburg James A Johnson,PAPG,-132.946222222,56.801472222,PETERSBURG,AK,6.5
Wilder Runway,PAKX,-154.323049167,60.1984808330001,PORT ALSWORTH,AK,9.0
Port Clarence CGS,PAPC,-166.857627778,65.2534555560001,PORT CLARENCE,AK,
Port Heiden,PAPH,-158.633361944,56.9591011110001,PORT HEIDEN,AK,
Port Walter,PPWR,-134.650931111,56.3810172220001,PORT WALTER,AK,
Prospect Creek,PAPR,-150.643611111,66.814055556,PROSPECT CREEK,AK,
St Michael,PAMK,-162.110388889,63.4900555560001,ST MICHAEL,AK,
St Paul Island,PASN,-170.222555556,57.1663055560001,ST PAUL ISLAND,AK,9.0
Sand Point,PASD,-160.521424722,55.3136952780001,SAND POINT,AK,
Savoonga,PASA,-170.493166667,63.686277778,SAVOONGA,AK,
Scammon Bay,PACM,-165.57375,61.844541667,SCAMMON BAY,AK,
Selawik,PASK,-159.98575,66.600138889,SELAWIK,AK,
Seldovia,PASO,-151.705041667,59.4439055560001,SELDOVIA,AK,
Seward,PAWD,-149.416629444,60.129885861,SEWARD,AK,9.5
Sleetmute,PASL,-157.165849722,61.700509444,SLEETMUTE,AK,
Soldotna,PASX,-151.039638889,60.475138889,SOLDOTNA,AK,5.9
Stevens Village,PFSV,-149.054361111,66.0171666670001,STEVENS VILLAGE,AK,
Summit,PAST,-149.128836111,63.331040139,SUMMIT,AK,
Takotna,PPCT,-156.029722222,62.992944444,TAKOTNA,AK,
Tatalina LRRS,PATL,-155.9780125,62.894915278,TAKOTNA,AK,
Taku Lodge,PFTK,-133.943421111,58.489683056,TAKU LODGE,AK,
Talkeetna,PATK,-150.092718333,62.3213719440001,TALKEETNA,AK,8.2
Tatitlek,PAKA,-146.691166667,60.872388889,TATITLEK,AK,
Taylor Mountain,PATM,-157.391944444,60.8677777780001,TAYLOR MOUNTAIN MINE,AK,
Teller,PATE,-166.339388889,65.240388889,TELLER,AK,
Tuluksak,PALT,-160.923352778,61.087727778,TULUKSAK,AK,
Tununak,POKA,-165.246277778,60.5695277780001,TUNUNAK,AK,
Umiat,PAUM,-152.134982667,69.371112667,UMIAT,AK,
Unalakleet,PAUN,-160.799111111,63.8885000000001,UNALAKLEET,AK,9.49
Unalaska,PADU,-166.545027778,53.8989444440001,UNALASKA,AK,4.96
Indian Mountain LRRS,PAIM,-153.703488889,65.992772222,UTOPIA CREEK,AK,
Wasilla,PAWS,-149.539556694,61.571986139,WASILLA,AK,
Shelby County,KEET,-86.7832222219999,33.1777777780001,ALABASTER,AL,5.2
Thomas C Russell Fld,KALX,-85.962944444,32.91475,ALEXANDER CITY,AL,5.2
George Downer,KAIV,-88.197175,33.1067444440001,ALICEVILLE,AL,5.39
Bessemer,KEKY,-86.926305556,33.312611111,BESSEMER,AL,6.5
Birmingham-Shuttlesworth Intl,KBHM,-86.752305556,33.5638888890001,BIRMINGHAM,AL,6.5
Centre Piedmont/Cherokee County Rgnl,KPYP,-85.610083333,34.0899166670001,CENTRE,AL,5.45
Dothan Rgnl,KDHN,-85.4494722219999,31.321027778,DOTHAN,AL,6.46
Enterprise Muni,KEDN,-85.8998333329999,31.2997222220001,ENTERPRISE,AL,4.64
Weedon Fld,KEUF,-85.1289166669999,31.9513055560001,EUFAULA,AL,5.23
Evergreen Rgnl/Middleton Fld,KGZH,-87.043361111,31.4150000000001,EVERGREEN,AL,4.65
H L Sonny Callahan,KCQF,-87.877027778,30.4605,FAIRHOPE,AL,7.05
Barin NOLF,KNBJ,-87.631560083,30.390313861,FOLEY,AL,
Cairns AAF (Fort Novosel),KOZR,-85.713351111,31.275776944,FORT NOVOSEL (OZARK),AL,
Hanchey AHP (Fort Novosel),KHEY,-85.651863056,31.355734167,FORT NOVOSEL (OZARK),AL,
Lowe AHP (Fort Novosel),KLOR,-85.7511666669999,31.3558333330001,FORT NOVOSEL (OZARK),AL,
Knox AHP,KFHK,-85.666601944,31.3168383330001,FORT NOVOSEL (OZARK),AL,
Shell AHP,KSXS,-85.8493833329999,31.3626694440001,FORT NOVOSEL,AL,
Waterfall,POKW,-133.243335833,55.296322778,WATERFALL,AK,
White Mountain,PAWM,-163.41275,64.6891944440001,WHITE MOUNTAIN,AK,
Whittier,PAWR,-148.719652778,60.777169444,WHITTIER,AK,
Willow,PAUO,-150.051738889,61.754188889,WILLOW,AK,7.0
Wrangell,PAWG,-132.369833333,56.4843333330001,WRANGELL,AK,8.54
Yakutat,PAYA,-139.660268056,59.5033233330001,YAKUTAT,AK,6.5
Anniston Rgnl,KANB,-85.858111111,33.5881666670001,ANNISTON,AL,5.69
Auburn University Rgnl,KAUO,-85.434,32.615111111,AUBURN,AL,4.9
Cullman Rgnl/Folsom Fld,KCMD,-86.858035278,34.2687025000001,CULLMAN,AL,5.65
Pryor Fld Rgnl,KDCU,-86.945361111,34.6540555560001,DECATUR,AL,5.35
Demopolis Rgnl,KDYA,-87.954055556,32.463833333,DEMOPOLIS,AL,4.99
Northeast Alabama Rgnl,KGAD,-86.089083444,33.972648861,GADSDEN,AL,5.5
Mac Crenshaw Meml,KPRN,-86.6107499999999,31.8456944440001,GREENVILLE,AL,4.95
Headland Muni,KHDL,-85.3125277779999,31.3641388890001,HEADLAND,AL,4.5
Huntsville Intl-Carl T Jones Fld,KHSV,-86.775054167,34.637196944,HUNTSVILLE,AL,5.35
Huntsville Exec Tom Sharp Jr Fld,KMDQ,-86.5575138889999,34.859352222,HUNTSVILLE,AL,5.8
Mobile Intl,KBFM,-88.068090833,30.626780556,MOBILE,AL,7.24
Northwest Alabama Rgnl,KMSL,-87.6102222219999,34.7453055560001,MUSCLE SHOALS,AL,5.45
Craig Fld,KSEM,-86.987805556,32.3439466670001,SELMA,AL,5.45
Troy Muni At N Kenneth Campbell Fld,KTOI,-86.013888889,31.8600000000001,TROY,AL,5.47
Tuscaloosa Ntl,KTCL,-87.611403889,33.2206288890001,TUSCALOOSA,AL,4.12
Sharp County Rgnl,KCVK,-91.562666667,36.2648888890001,ASH FLAT,AR,4.55
Batesville Rgnl,KBVX,-91.647444444,35.726222222,BATESVILLE,AR,4.85
Saline County Rgnl,KSUZ,-92.479444444,34.5903888890001,BENTON,AR,3.99
Bentonville Muni/Louise M Thaden Fld,KVBT,-94.219508611,36.344800278,BENTONVILLE,AR,5.45
Harrell Fld,KCDH,-92.7633888889999,33.6228055560001,CAMDEN,AR,4.5
Robinson AAF (Camp Robinson),KRBM,-92.300141667,34.8469236110001,CAMP ROBINSON/LITTLE ROCK,AR,
Gulf Shores Intl/Jack Edwards Fld,KJKA,-87.671777778,30.2896388890001,GULF SHORES,AL,7.08
Marion County-Rankin Fite,KHAB,-87.998222222,34.1169444440001,HAMILTON,AL,3.6
Walker County/Bevill Fld,KJFX,-87.313833333,33.902,JASPER,AL,4.69
Mobile Rgnl,KMOB,-88.242833333,30.6914166670001,MOBILE,AL,7.22
Monroe County Aeroplex,KMVC,-87.3510277779999,31.458055556,MONROEVILLE,AL,5.27
Maxwell AFB,KMXF,-86.3657777779999,32.382944444,MONTGOMERY,AL,
Montgomery Rgnl (Dannelly Fld),KMGM,-86.3939722219999,32.300638889,MONTGOMERY,AL,7.15
St Clair County,KPLR,-86.249055556,33.5588333330001,PELL CITY,AL,5.0
Redstone AAF,KHUA,-86.6847905559999,34.678660833,REDSTONE ARSNL HUNTSVILLE,AL,
Summerdale NOLF,KNFD,-87.646877361,30.5076294720001,SUMMERDALE,AL,
Merkel Fld Sylacauga Muni,KSCD,-86.3055277779999,33.1718333330001,SYLACAUGA,AL,4.99
Talladega Muni,KASN,-86.051201389,33.569504167,TALLADEGA,AL,5.75
Dexter B Florence Meml Fld,KADF,-93.0660833329999,34.099805556,ARKADELPHIA,AR,4.27
Arkansas Intl,KBYH,-89.943944444,35.9643333330001,BLYTHEVILLE,AR,4.77
Blytheville Muni,KHKA,-89.830805556,35.9404166670001,BLYTHEVILLE,AR,4.85
Clinton Muni,KCCA,-92.451583333,35.5977500000001,CLINTON,AR,5.5
Delta Rgnl,KDRP,-90.826501389,35.120052222,COLT,AR,5.26
Z M Jack Stell Fld,KCRT,-91.880194444,33.1783333330001,CROSSETT,AR,4.15
South Arkansas Rgnl At Goodwin Fld,KELD,-92.8117488889999,33.221237806,EL DORADO,AR,5.42
Drake Fld,KFYV,-94.170063333,36.0050955560001,FAYETTEVILLE,AR,5.1
Northwest Arkansas Ntl,KXNA,-94.3077655559999,36.2815791670001,FAYETTEVILLE/SPRINGDALE/ROGERS,AR,5.21
Fort Smith Rgnl,KFSM,-94.366108889,35.3366469440001,FORT SMITH,AR,5.15
Heber Springs Muni,KHBZ,-92.013009444,35.5116938890001,HEBER SPRINGS,AR,4.99
Thompson-Robbins,KHEE,-90.6758894439999,34.5764919440001,HELENA/WEST HELENA,AR,5.8
Bill and Hillary Clinton Ntl/Adams Fld,KLIT,-92.2247772219999,34.729441389,LITTLE ROCK,AR,7.01
North Little Rock Muni,KORK,-92.254138889,34.8331388890001,NORTH LITTLE ROCK,AR,4.78
Rogers Exec - Carter Fld,KROG,-94.106972222,36.372416667,ROGERS,AR,5.6
Russellville Rgnl,KRUE,-93.092622222,35.2592830560001,RUSSELLVILLE,AR,4.46
J Lynn Helms Sevier County,KDEQ,-94.399361111,34.047,DE QUEEN,AR,
Marion County Rgnl,KFLP,-92.59025,36.290888889,FLIPPIN,AR,4.65
Hutfly,KFCY,-90.774966111,34.941998056,FORREST CITY,AR,4.9
Arrowhead Assault Strip,KAZU,-94.225209444,35.275091667,FORT CHAFFEE,AR,
Boone County,KHRO,-93.154728889,36.2615205560001,HARRISON,AR,5.29
Meml Fld,KHOT,-93.0962222219999,34.4780277780001,HOT SPRINGS,AR,5.3
Little Rock AFB,KLRF,-92.145001028,34.9175121110001,JACKSONVILLE,AR,
Jonesboro Muni,KJBR,-90.6464219439999,35.8317111110001,JONESBORO,AR,5.65
Ralph C Weiser Fld,KAGO,-93.217,33.2274722220001,MAGNOLIA,AR,5.4
Manila Muni,KMXA,-90.154570556,35.8944472220001,MANILA,AR,4.99
Mena Intermountain Muni,KMEZ,-94.202416472,34.5455117500001,MENA,AR,5.49
Monticello Muni/Ellis Fld,KLLQ,-91.751,33.638555556,MONTICELLO,AR,
Morrilton Muni,KBDQ,-92.7137083329999,35.1362336110001,MORRILTON,AR,3.85
Petit Jean Park,KMPJ,-92.909194444,35.138833333,MORRILTON,AR,
Baxter County,KBPK,-92.4705197219999,36.3689425000001,MOUNTAIN HOME,AR,4.81
Kirk Fld,KPGR,-90.5091944439999,36.063805556,PARAGOULD,AR,4.35
Pinebluff Rgnl/Grider Fld,KPBF,-91.9356042219999,34.174513056,PINE BLUFF,AR,4.0
Searcy Rgnl,KSRC,-91.7375394439999,35.2106097220001,SEARCY,AR,5.27
Smith Fld,KSLG,-94.49,36.191861111,SILOAM SPRINGS,AR,4.65
Springdale Muni,KASG,-94.11925,36.1763888890001,SPRINGDALE,AR,5.3
Stuttgart Muni Carl Humphrey Fld,KSGT,-91.5750002779999,34.5994785280001,STUTTGART,AR,4.9
Texarkana Rgnl-Webb Fld,KTXK,-93.9910305559999,33.4537163890001,TEXARKANA,AR,6.3
West Memphis Muni,KAWM,-90.234444444,35.1350555560001,WEST MEMPHIS,AR,4.5
Buckeye Muni,KBXK,-112.686233889,33.4225338890001,BUCKEYE,AZ,5.2
Laughlin/Bullhead Intl,KIFP,-114.559332222,35.1546144440001,BULLHEAD CITY,AZ,5.89
Douglas Muni,KDGL,-109.506454444,31.3426027780001,DOUGLAS,AZ,6.25
Bisbee Douglas Intl,KDUG,-109.60375,31.468944444,DOUGLAS BISBEE,AZ,6.45
Flagstaff Pulliam,KFLG,-111.669241389,35.140315833,FLAGSTAFF,AZ,5.59
Luke AFB,KLUF,-112.383205222,33.5349605000001,GLENDALE,AZ,
Phoenix Goodyear,KGYR,-112.375361111,33.4232777780001,GOODYEAR,AZ,5.94
Grand Canyon Ntl Park,KGCN,-112.146972222,35.9523611110001,GRAND CANYON,AZ,5.59
Lake Havasu City,KHII,-114.358276944,34.571123889,LAKE HAVASU CITY,AZ,5.95
Pinal Airpark,KMZJ,-111.325333333,32.5098333330001,MARANA,AZ,6.35
